index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"6726,6.5,7693,3282,La Binchoise Blonde Tradition,Belgian Pale Ale,3.5,3.5,3.5,3.5,4.0,""Another Belgian Blonde to add to my list and a relatively new Belgian brewery as it has only been in existence since 1987. The beers came with a nice glass in a gift pack, which I buy whenever I see them. A great way to get new beers and glasses, whether or not a good deal is in the eye of the Buyer.		The beer pours a beclouded golden yellow color with a stupendous bright white head that is creamy in its texture, as it degrades";" it leaves fine sheet of lace upon the glass. Bouquet is mostly malt, light floral hints, orange peel, and even a bit of coriander, with the start sweet, the top attenuated. Finish is minimally acidic, the hops progressive in their spiciness, quite dry aftertaste that linger on forever. Not a bad beer, but I cant really say I care for most Blonde beers irregardless of nationality, just a bit thin-waisted et al."",""{'min': 43, 'hour': 15, 'mday': 27, 'sec': 28, 'year': 2002, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 361}"",1041003808,,,,,Gusler";;;;;;;;;;;
"36205,6.0,7675,3268,Smoke (Smoked Porter),American Porter,4.0,3.5,3.5,4.0,4.0,""Pours a very dark brown/black. Some red highlights can be seen when help up to the light. The beer is very clear. A 1.5 inch head dissipates after about a minute or so leaving minimal lacing on the glass.		The smell is very smokey with hints of chocolate and malt. The smokey scent intensifies as the beer warms. 		The taste is also very smokey with hints of chocolate and burnt tasting. Much like the nose would suggest and as expected from the name. The smoke taste lingers for quite some time as well.		I've heard people describe this beer as having a """"meaty"""" smell and flavor and I suppose that could be the case as the flavor can also be associated with smoked meat. 		Moutfeel is pleasant. Not too much carbonation and not too thin. The drinkability is a little low though simply because the smoked flavor is so intense."",""{'min': 24, 'hour': 2, 'mday': 4, 'sec': 43, 'year': 2007, 'wday': 4, 'mon': 5, 'isdst': 0, 'yday': 124}"",1178245483,958835048.0,""Jul 24, 1984"",459500400.0,Male,icemonkey908";;;;;;;;;;;;
"28181,9.4,34146,1199,Founders Double Trouble,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.5,""On tap at Trappeze in Athens. Poured into a Gouden Carolus chalice (split pour). Big, frothy white head leaves soapy lacing all over the glass. Aroma is piney citrus and some grapefruit. Taste is everything you would expect out of a world class dipa plus a bit of spice on the backend. Bitter and juicy in every good way possible, improving even more upon warming. Delicious."",""{'min': 17, 'hour': 5, 'mday': 11, 'sec': 35, 'year': 2010, 'wday': 3, 'mon': 2, 'isdst': 0, 'yday': 42}"",1265865455,,,,,KickbacksSteve";;;;;;;;;;;;
"42678,5.4,727,263,Aecht Schlenkerla Rauchbier MÃ¤rzen,Rauchbier,4.0,4.5,4.5,4.0,4.0,""Pours a clear brown color with a creamy, dense beige head. Nice retention and sticky lacing. Very dark for a marzen, but I am guessing that smoking the malt makes it a bit darker.		I can smell it from 3 feet away...smoky, salty bacon goodness. I get some rye bread and some cracked wheat aromas as well.		While not as smoky as the Urbock, it still has a perceived strong smoke flavor due to the lighter, creamier body. Some notes of roasted pecans and mild chocolate are also noticeable. Even with very little hop presence, it still tastes pretty complex. I like it, but not as much as the Urbock.		Smoked BBQ does not do much for rauchbiers, as I first imagined. I have found chili to be really tasty with it though."",""{'min': 1, 'hour': 3, 'mday': 8, 'sec': 24, 'year': 2009, 'wday': 2, 'mon': 7, 'isdst': 0, 'yday': 189}"",1247022084,,,,Male,twiggamortis420";;;;;;;;;;;;
"8447,8.5,29687,395,Jefferson's Reserve Bourbon Barrel Stout,American Double / Imperial Stout,4.0,4.0,4.5,3.0,3.5,""this either came from kmpitz2 or orbitalr0x. i was too wasted on dark lord to remember.		black as night in a snifter- creamy tan head stands up to time and warmth. surface edges draw out a deep brown color, hazy lakes of tiny bubbles rest on the ocean of beer. huge hot cocoa aroma, like the fresh swiss miss powder mix. even some cherry hints come wafting out of the glass.. certainly not scary and certainly far from the strong aroma i expect from 11%.		tastes like big roasted malts and coffee beans, almost excessively so to a metallic, grassy end. bourbon hasn't really taken hold of this brew, with very few caramelly vanilla elements evening out that charred sharpness. goes down very easy and finishes with a noticeable hint of sweet malt brandy-like booze.. hovers too lightly above the savory world of bourbony sippers. rarely do i want a beer to actually be thicker, but here is one example of such.		warmth treats this nicely, and i almost want to let it reach room temperature to let the edges round. april 06 bottling date, maybe cellar time will help (although nothing moreso than a little more barrel time would have).		regardless, a decent brew. thanks."",""{'min': 23, 'hour': 1, 'mday': 13, 'sec': 47, 'year': 2006, 'wday': 5, 'mon': 5, 'isdst': 0, 'yday': 133}"",1147483427,1203606247.0,""Oct 21, 1976"",214729200.0,Male,goodbyeohio";;;;;;;;;;;;
"8579,7.82,5972,395,Luna De Miel: Raspberry Meade,Braggot,3.0,3.0,3.0,3.0,3.5,""Thanks to kmpitz2 for the trade...	Appears a semi-transparent hazed red brown with a small white head that quickly fades out. Tiny remnants of lace are left around the glass.	Smell is of vinous red raspberries, and honey without much else jumping out at me.	Taste is bordering cloying sweetness, over rip peaches, along with the raspberries, and honey mentioned before.	Mouthfeel is medium bodied, syrupy, with lots of honey clinging to the tongue."",""{'min': 8, 'hour': 19, 'mday': 27, 'sec': 23, 'year': 2006, 'wday': 2, 'mon': 12, 'isdst': 0, 'yday': 361}"",1167246503,1215788647.0,""Jun 2, 1976"",202546800.0,Male,weeare138";;;;;;;;;;;;
"27337,5.4,4073,1199,Founders Pale Ale,American Pale Ale (APA),4.0,4.0,4.0,3.5,4.0,12 oz bottle with a very cool lime green label. Pours out a very light tan color with a white head that doesn't last at all. The smell is hoppy and sweet with some apple notes coming through as well. The taste actually reminds me a lot of Sierra Nevada Pale Ale. A nice malt back bone with plenty of hops in the hose and aftertaste. 		I would describe this as an easy drinking yet very flavorful pale ale. I will be buying more of this. I love trying beers from other parts of the US.,""{'min': 27, 'hour': 23, 'mday': 18, 'sec': 20, 'year': 2004, 'wday': 2, 'mon': 8, 'isdst': 0, 'yday': 231}"",1092871640,,,,,CharlesRiver";;;;;;;;;;;;
"2075,4.19,45132,14756,Altbier,Altbier,3.0,3.0,4.5,3.0,3.0,""Happy Thanksgiving folks!!! Time to crack 'em open. An extra from great BA trader Brian44556, so thanks again sir and cheers.		Pours, amazingly, a nice deep amber in color. Two-fingers of soda-like head quickly form and disappear with amazing swiftness, leaving only the faintest hint of foam at the rim. Well carbonated. Nose is heavy with caramel malt, along with some sweet apple and nary a touch more. Thus far, this is par for the course on all accounts. Flavor is also par for the course, and actually a tad thin and spritzy for what I look for in an American AMber. A sharp malt bite right upfront, reminisicient of sour apple, grabs you on the tongue then runs away to hide, leaving only a big malt sidekick to follow you to the end of this very average beer. I'm assuming it is unbelievably well-priced, so you can probably session this all day, but my money will be spent elsewhere.		What I like most: The consistency to the style, I guess.		What I like least: Lack of any unique qualities.		Verdict: A Serviceable AAA but that's 'bout it. Look elsewhere, folks."",""{'min': 6, 'hour': 20, 'mday': 25, 'sec': 39, 'year': 2010, 'wday': 3, 'mon': 11, 'isdst': 0, 'yday': 329}"",1290715599,,,,,SolomonGrundy";;;;;;;;;;;;
"11345,5.8,25656,9020,Pale Ale,American Pale Ale (APA),3.5,4.0,4.0,3.5,4.0,""A- poured from stubby bottle into my Guinness pint glass. A nice orange with about an inch head that quickly dissolved, leaving a small layer that stayed and left lacing along the glass.		S- Rather citrusy, and hops. Smelled good.		T- the taste was a bit stronger than the smell with the cirtrus and goes down well with a hoppy and tart aftertaste. Good for the style.		M- Pretty light and carbonated.		D- I think the ale has a high drinkability, fans of pale ales certainly need to try it. It is the pale ale I drink the most often."",""{'min': 32, 'hour': 0, 'mday': 13, 'sec': 54, 'year': 2008, 'wday': 6, 'mon': 4, 'isdst': 0, 'yday': 104}"",1208046774,,,,,Misfit138";;;;;;;;;;;;
"8727,5.6,1123,395,Dark Star Porter,English Porter,4.0,3.5,3.5,3.5,3.5,""Had this at the airport in Cincinati		Pours mahogany with a 1"""" off white head. Good head retention & lacing		S: Slight fruittyness & some roasted grains		T: Fruitty up front then roasted malt & grainyness, with some hop bite. Finishes fruitty with a slight choclate flavor		MF: Light to medium bodied with good carbonation		Drinks okay, just an okay porter"",""{'min': 5, 'hour': 4, 'mday': 23, 'sec': 52, 'year': 2006, 'wday': 0, 'mon': 10, 'isdst': 0, 'yday': 296}"",1161576352,,,,,russpowell";;;;;;;;;;;;
"6707,6.5,7693,3282,La Binchoise Blonde Tradition,Belgian Pale Ale,4.5,4.0,4.0,4.0,4.0,""Appearance: Pours a slightly hazy light golden body with a fluffy white head and lots of lacing		Smell: Various light fruits (oranges, peaches and bananas) as well as some Belgian yeast and candy sugar		Taste: Starts out with a light fruity sweetness along with just a touch of spiciness";" slight bitterness joins through to a nicely balanced finish		Mouthfeel: Light bodied with plenty of carbonation		Drinkability: Although this is not one of my favorite styles, this is a refreshing and sprightly Blonde"",""{'min': 3, 'hour': 0, 'mday': 18, 'sec': 22, 'year': 2005, 'wday': 1, 'mon': 10, 'isdst': 0, 'yday': 291}"",1129593802,,,,Male,brentk56";;;;;;;;;;;
"10891,6.5,960,365,Pike India Pale Ale,American IPA,4.0,4.0,4.0,4.5,4.0,""A - This beer poured a very orange color that produced a foamy off white head that had decent retention and laced the side of the glass moderately		S - The aromas produced by this beer were dominated by the citrus hops, but small wisps of malts can also be detected		T - The taste of this beer had a sweet, sugar cookie malty taste at the beginning and was followed by a healthy dose (not a blast) of bitter, citrus hoppiness		M - The mouthfeel of this beer was great, a medium body with a light to moderate amount of carbonation		D - The drinkability of this IPA was pretty good, not an overly bitter IPA, but it was pretty good, I would buy this one again"",""{'min': 56, 'hour': 0, 'mday': 26, 'sec': 45, 'year': 2009, 'wday': 5, 'mon': 9, 'isdst': 0, 'yday': 269}"",1253926605,957366247.0,""Aug 10, 1984"",460969200.0,Male,cvfish";;;;;;;;;;;;
"11679,3.5,20893,9020,Dos Perros,American Brown Ale,4.0,4.0,3.5,3.5,3.0,""Poured a deep ruby color, clear with little to no carbonation. The beer had a very fine, lacey head that rimmed the inside of my glass.		The bouquest has distinct hops and heavy chocolate malt components. This translates somewhat to the taste, where I am picking up mainly malt, then hops. Suprising little aftertaste.		For a beer of this nature, I would have expected a bigger body, but this one is lighter and more palatable than I would have imagined.		This is quite a drinkable beer, that should be served, in my humble opinion, more like a British beer, slightly below room temp for best results. A nice tasty that I will have again the next visit to TN."",""{'min': 10, 'hour': 15, 'mday': 16, 'sec': 48, 'year': 2008, 'wday': 2, 'mon': 4, 'isdst': 0, 'yday': 107}"",1208358648,1425308647.0,""Oct 12, 1969"",-6973200.0,Male,garcia2a";;;;;;;;;;;;
"14128,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,5.0,3.5,4.5,3.5,4.0,""Draught. Opaque black color, with a small ring of light brown foam. Expressive, though not overly interesting aroma. It's cocoa ridden, with hints of chocolate and roast, as well as a light hint of Pinot Noir. Initially vinous and sweet, which fades into a roasty, cocoa, espresso like malt blast. Mild hop presence comes through on the finish. Vinous and juicy. Great 10 second finish."",""{'min': 57, 'hour': 0, 'mday': 8, 'sec': 39, 'year': 2006, 'wday': 5, 'mon': 4, 'isdst': 0, 'yday': 98}"",1144457859,,,,,Crosling";;;;;;;;;;;;
"41252,6.6,1324,263,Aecht Schlenkerla Rauchbier Urbock,Rauchbier,4.0,5.0,4.0,4.0,4.5,""Thanks to Jim in NYC for sending me a bottle: 		A - brownish black, grayish foam, a little cloudy		S - YES! BBQ in a glass. I want this channeled into my apartment through hte HVAC. Smells like a smoke pit. 		T - brown bread, smoke, a little BBQ like tang		M/D - medium thin mouthfeel, dry and drinkable. A personal favorite."",""{'min': 14, 'hour': 21, 'mday': 21, 'sec': 57, 'year': 2010, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 355}"",1292966097,,,,,redraider2323";;;;;;;;;;;;
"37573,4.7,3824,1417,Monty Python's Holy Grail Ale,English Pale Ale,3.5,3.5,4.0,3.5,2.5,Again me and a few buddies sat around a one. two of us hate the yellow beer and werent enthusiastic about the color. but we gave it a shot. i wasnt impressed and neither was one of my buddies. but the other two really enjoyed the beer.its not a beer that i would drink willingly. if it was the only thing that was in the fridge then maybe i would.,""{'min': 10, 'hour': 2, 'mday': 16, 'sec': 35, 'year': 2009, 'wday': 0, 'mon': 2, 'isdst': 0, 'yday': 47}"",1234750235,,,,,awatkins54";;;;;;;;;;;;
"30340,7.2,5441,1199,Founders Centennial IPA,American IPA,4.0,4.0,3.5,3.5,4.0,""Always interested in Founder's offerings when I'm back east. Always interested in IPAs too. 		Appearance- A nice rich orange/copper color. An inch of soapy head that laces nicely. Good lookin.		Smell- Some nice citrus, especially grapefruit, with some pineapple. Hint of pine as well. 		Taste- Nice sweet malt. A little caramel. A tad bready on the finish. There is a malty sweetness at the end. Balances the hops nicely. Wish that citrus would come through more.		Mouthfeel- A tad on the thin side. Otherwise fine.		Drinkability- Pretty good, but maltier than I'd prefer. 		A pretty good offering, but nothing special. Would drink it if served, but would probably try something else on the menu."",""{'min': 32, 'hour': 1, 'mday': 27, 'sec': 52, 'year': 2009, 'wday': 6, 'mon': 12, 'isdst': 0, 'yday': 361}"",1261877572,,,,Male,callmescraps";;;;;;;;;;;;
"49305,10.0,20470,394,Stoudt's Double IPA (India Pale Ale),American Double / Imperial IPA,3.5,3.5,3.5,3.5,4.0,""It's nice to have this available in FLA. I enjoyed many a fest at Stoudt's and am glad to see there brews have held up so well!	This one poured a deep orange color with a small foamy head in my Pitfield pint. A good whiff of citrus hops is dominant but not as foward as some. The taste, man is this nicely dominated by the hops with some sweet malt that balances the beer. This one isn't as bitter as I would have expected but it's still got a nice bite...Alcohol is completely hidden which makes for one scarey DIPA and aids in overall mouthfeel and scarily drinkability.\"",""{'min': 49, 'hour': 17, 'mday': 22, 'sec': 7, 'year': 2006, 'wday': 3, 'mon': 6, 'isdst': 0, 'yday': 173}"",1150998547,,,,,surfadelic23";;;;;;;;;;;;
"12548,7.7,1791,60,Pride Of Milford Special Ale,English Strong Ale,3.5,3.5,3.5,4.0,4.0,""Pours a reddish copper color with good clarity, a few bubbles rising to the top, and about one finger of off-white head. Head is not substantial but it actually retains a good thin lace, but only leaves a bit of stick.		Smell is quite malty with sweet caramel malt most apparent. Blending with the malt aromas is substantial fruitiness and butterscotch aromas. That would be the ringwood yeast.		Taste is dominated by those same characterisitcs that came through in teh smell. Nice malt sweetness, although it's offset by some hop bitterness and a sort of roasted or smoky nut flavor. The ringwood buttery flavor is apparent but not as much so as in the smell, and it's not bothersome (it sure can be when overdone). Overall, pretty complex and quite interesting in the flavor department.		Mouthfeel is nearly full-bodied, and the carbonation is not very aggressive which makes it smooth and soft on the palate. I'm not sure I'd have more than one of these in a sitting, but this is a really interesting and tasty brew that I'd have again if given the chance. Definitely worth a try."",""{'min': 17, 'hour': 1, 'mday': 5, 'sec': 6, 'year': 2007, 'wday': 0, 'mon': 11, 'isdst': 0, 'yday': 309}"",1194225426,1045494248.0,""Oct 25, 1981"",372841200.0,Male,number1bum";;;;;;;;;;;;
"21073,8.3,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,4.0,4.0,4.0,4.0,4.5,""A - Pitch black with a thin foamly chocolate colored head. Looks very nice		S - Chocolate. Chocolate. Coffee. Duh.		T - Sweetness of chocolate, smooth oatmeal, bitter coffee. Bingo, bango, bongo. Didn't have the alcohol burn which I expected.		M - Smooth, yet carbonated enough to have a bite on the tongue. I expected it to be even smoother.		D - This is a rich stout. Drinkability is good though. I could have a couple.		I really enjoyed this beer. Very complex beyond the obvious coffee, oatmeal, & coffee. I will have this in the morning one day soon. Yes I will."",""{'min': 1, 'hour': 3, 'mday': 28, 'sec': 58, 'year': 2008, 'wday': 2, 'mon': 5, 'isdst': 0, 'yday': 149}"",1211943718,1376319847.0,""May 2, 1971"",42015600.0,Male,bbothen";;;;;;;;;;;;
"26475,9.0,64550,1199,Founders Sumatra Mountain Brown,American Strong Ale,3.5,4.0,4.0,3.5,4.0,""Notes from 12/7/10		Pours a somewhat cloudy medium brown with minimal head. Aromas are rather subtle coffee, some noticeable alcohol, and a faint amount of sweet malt. Taste is primarily coffee with some apparent alcohol. Has a nice hop presence for a brown. Malts are mostly caramel, and rather subtle. Medium mouthfeel, very slightly syrupy. Overall, this was good but not amazing. The alcohol is very apparent."",""{'min': 53, 'hour': 19, 'mday': 5, 'sec': 29, 'year': 2011, 'wday': 1, 'mon': 7, 'isdst': 0, 'yday': 186}"",1309895609,,,,,warnerry";;;;;;;;;;;;
"16846,6.5,48911,1199,Founders Cerise,Fruit / Vegetable Beer,3.0,3.5,3.0,2.5,3.0,A/ red cherry like		S/ a strange cherry smell cant please it		T/ like cherrys but it taste like its smells strange cherry taste sweet but strange not like european kriek or cherrybeers i tasted.		M/ the sweetness hangs in your mouth 		D/good beer for the summer chilled on the beach or with fruitsalad.	good beer i liked it,""{'min': 37, 'hour': 17, 'mday': 27, 'sec': 41, 'year': 2009, 'wday': 6, 'mon': 12, 'isdst': 0, 'yday': 361}"",1261935461,1426777447.0,""Sep 25, 1969"",-8442000.0,Male,redsonja";;;;;;;;;;;;
"11779,3.5,20893,9020,Dos Perros,American Brown Ale,4.0,3.5,4.5,4.0,3.5,""I had this one on tap at two different bars while on a recent trip to Nashville. From my notes:		A= This ale poured a slightly clouded dark copper color with a 1/2"""" creamy tan head. The head dropped very slowly to a thin skim and left behind some stellar lacing on my glass. 		S= Lots of malty sweetness and nuttiness up front, with some nicely balanced roasty aromas in there too. 		T= The flavor was very much in line with the smell. Big toasted biscuit malt dominated the front end of this beer. The nutty flavor was dry but very nice. In the middle I found very mild earthy hops. The finish dried a bit and went back to the malt.		MF= Medium bodied, with a moderate carbonation level and creamy mouthfeel. 		D= I knew nothing about Yazoo or this beer before having this and I was duly impressed. A very drinkable ale that paired well with a variety of pub grub."",""{'min': 27, 'hour': 3, 'mday': 5, 'sec': 51, 'year': 2009, 'wday': 6, 'mon': 4, 'isdst': 0, 'yday': 95}"",1238902071,,,,Male,spointon";;;;;;;;;;;;
